Entity;Week;Day;Flights;Day 2019;Flights 2019 (Reference);% vs 2019 (Daily)
Sweden;10;2020-03-06;1179;2019-03-08;1224;-3,68%
Sweden;10;2020-03-07;635;2019-03-09;688;-7,70%
Sweden;10;2020-03-08;932;2019-03-10;994;-6,24%
Sweden;11;2020-03-09;1152;2019-03-11;1288;-10,56%
Sweden;11;2020-03-10;1080;2019-03-12;1251;-13,67%
Sweden;11;2020-03-11;1132;2019-03-13;1239;-8,64%
Sweden;11;2020-03-12;1066;2019-03-14;1291;-17,43%
Sweden;11;2020-03-13;1104;2019-03-15;1302;-15,21%
Sweden;11;2020-03-14;563;2019-03-16;686;-17,93%
Sweden;11;2020-03-15;818;2019-03-17;991;-17,46%
Sweden;12;2020-03-16;827;2019-03-18;1274;-35,09%
Sweden;12;2020-03-17;732;2019-03-19;1247;-41,30%
Sweden;12;2020-03-18;679;2019-03-20;1291;-47,41%
Sweden;12;2020-03-19;610;2019-03-21;1282;-52,42%
Sweden;12;2020-03-20;575;2019-03-22;1334;-56,90%
Sweden;12;2020-03-21;270;2019-03-23;692;-60,98%
Sweden;12;2020-03-22;337;2019-03-24;997;-66,20%
Sweden;13;2020-03-23;351;2019-03-25;1271;-72,38%
Sweden;13;2020-03-24;318;2019-03-26;1230;-74,15%
Sweden;13;2020-03-25;329;2019-03-27;1324;-75,15%
Sweden;13;2020-03-26;317;2019-03-28;1340;-76,34%
Sweden;13;2020-03-27;323;2019-03-29;1272;-74,61%
Sweden;13;2020-03-28;108;2019-03-30;681;-84,14%
Sweden;13;2020-03-29;194;2019-03-31;1007;-80,73%
Sweden;14;2020-03-30;273;2019-04-01;1300;-79,00%
Sweden;14;2020-03-31;243;2019-04-02;1270;-80,87%
Sweden;14;2020-04-01;251;2019-04-03;1341;-81,28%
Sweden;14;2020-04-02;223;2019-04-04;1356;-83,55%
Sweden;14;2020-04-03;214;2019-04-05;1330;-83,91%
Sweden;14;2020-04-04;64;2019-04-06;712;-91,01%
Sweden;14;2020-04-05;114;2019-04-07;1040;-89,04%
Sweden;15;2020-04-06;214;2019-04-08;1282;-83,31%
Sweden;15;2020-04-07;213;2019-04-09;1276;-83,31%
Sweden;15;2020-04-08;215;2019-04-10;1346;-84,03%
Sweden;15;2020-04-09;183;2019-04-11;1396;-86,89%
Sweden;15;2020-04-10;84;2019-04-12;1355;-93,80%
Sweden;15;2020-04-11;47;2019-04-13;765;-93,86%
Sweden;15;2020-04-12;60;2019-04-14;1063;-94,36%
Sweden;16;2020-04-13;89;2019-04-15;1245;-92,85%
Sweden;16;2020-04-14;194;2019-04-16;1181;-83,57%
Sweden;16;2020-04-15;211;2019-04-17;1246;-83,07%
Sweden;16;2020-04-16;199;2019-04-18;1225;-83,76%
Sweden;16;2020-04-17;174;2019-04-19;828;-78,99%
Sweden;16;2020-04-18;60;2019-04-20;669;-91,03%
Sweden;16;2020-04-19;96;2019-04-21;892;-89,24%
Sweden;17;2020-04-20;195;2019-04-22;1080;-81,94%
Sweden;17;2020-04-21;210;2019-04-23;1241;-83,08%
Sweden;17;2020-04-22;203;2019-04-24;1292;-84,29%
Sweden;17;2020-04-23;212;2019-04-25;1318;-83,92%
Sweden;17;2020-04-24;190;2019-04-26;1100;-82,73%
Sweden;17;2020-04-25;57;2019-04-27;623;-90,85%
Sweden;17;2020-04-26;106;2019-04-28;852;-87,56%
Sweden;18;2020-04-27;181;2019-04-29;1060;-82,92%
Sweden;18;2020-04-28;189;2019-04-30;916;-79,37%
Sweden;18;2020-04-29;205;2019-05-01;737;-72,18%
Sweden;18;2020-04-30;168;2019-05-02;1023;-83,58%
Sweden;18;2020-05-01;90;2019-05-03;1241;-92,75%
Sweden;18;2020-05-02;50;2019-05-04;757;-93,39%
Sweden;18;2020-05-03;94;2019-05-05;1082;-91,31%
Sweden;19;2020-05-04;196;2019-05-06;1319;-85,14%
Sweden;19;2020-05-05;184;2019-05-07;1312;-85,98%
Sweden;19;2020-05-06;203;2019-05-08;1369;-85,17%
Sweden;19;2020-05-07;251;2019-05-09;1334;-81,18%
Sweden;19;2020-05-08;178;2019-05-10;1312;-86,43%
Sweden;19;2020-05-09;71;2019-05-11;786;-90,97%
Sweden;19;2020-05-10;108;2019-05-12;1097;-90,15%
Sweden;20;2020-05-11;209;2019-05-13;1355;-84,58%
Sweden;20;2020-05-12;195;2019-05-14;1316;-85,18%
Sweden;20;2020-05-13;217;2019-05-15;1388;-84,37%
Sweden;20;2020-05-14;229;2019-05-16;1363;-83,20%
Sweden;20;2020-05-15;234;2019-05-17;1322;-82,30%
Sweden;20;2020-05-16;96;2019-05-18;826;-88,38%
Sweden;20;2020-05-17;107;2019-05-19;1074;-90,04%
Sweden;21;2020-05-18;216;2019-05-20;1369;-84,22%
Sweden;21;2020-05-19;215;2019-05-21;1342;-83,98%
Sweden;21;2020-05-20;224;2019-05-22;1424;-84,27%
Sweden;21;2020-05-21;141;2019-05-23;1383;-89,80%
Sweden;21;2020-05-22;160;2019-05-24;1385;-88,45%
Sweden;21;2020-05-23;84;2019-05-25;842;-90,02%
Sweden;21;2020-05-24;123;2019-05-26;1114;-88,96%
Sweden;22;2020-05-25;228;2019-05-27;1334;-82,91%
Sweden;22;2020-05-26;244;2019-05-28;1352;-81,95%
Sweden;22;2020-05-27;237;2019-05-29;1416;-83,26%
Sweden;22;2020-05-28;226;2019-05-30;940;-75,96%
Sweden;22;2020-05-29;221;2019-05-31;1010;-78,12%
Sweden;22;2020-05-30;80;2019-06-01;803;-90,04%
Sweden;22;2020-05-31;128;2019-06-02;1163;-88,99%
Sweden;23;2020-06-01;221;2019-06-03;1375;-83,93%
Sweden;23;2020-06-02;215;2019-06-04;1383;-84,45%
Sweden;23;2020-06-03;266;2019-06-05;1348;-80,27%
Sweden;23;2020-06-04;234;2019-06-06;1074;-78,21%
Sweden;23;2020-06-05;208;2019-06-07;1179;-82,36%
Sweden;23;2020-06-06;81;2019-06-08;841;-90,37%
Sweden;23;2020-06-07;139;2019-06-09;1120;-87,59%
Sweden;24;2020-06-08;227;2019-06-10;1353;-83,22%
Sweden;24;2020-06-09;234;2019-06-11;1394;-83,21%
Sweden;24;2020-06-10;270;2019-06-12;1412;-80,88%
Sweden;24;2020-06-11;237;2019-06-13;1409;-83,18%
Sweden;24;2020-06-12;241;2019-06-14;1437;-83,23%
Sweden;24;2020-06-13;92;2019-06-15;904;-89,82%
Sweden;24;2020-06-14;148;2019-06-16;1137;-86,98%
Sweden;25;2020-06-15;262;2019-06-17;1388;-81,12%
Sweden;25;2020-06-16;272;2019-06-18;1364;-80,06%
Sweden;25;2020-06-17;329;2019-06-19;1417;-76,78%
Sweden;25;2020-06-18;295;2019-06-20;1324;-77,72%
Sweden;25;2020-06-19;106;2019-06-21;892;-88,12%
Sweden;25;2020-06-20;71;2019-06-22;775;-90,84%
Sweden;25;2020-06-21;182;2019-06-23;1082;-83,18%
Sweden;26;2020-06-22;282;2019-06-24;1269;-77,78%
Sweden;26;2020-06-23;268;2019-06-25;1230;-78,21%
Sweden;26;2020-06-24;316;2019-06-26;1299;-75,67%
Sweden;26;2020-06-25;299;2019-06-27;1291;-76,84%
Sweden;26;2020-06-26;285;2019-06-28;1258;-77,34%
Sweden;26;2020-06-27;110;2019-06-29;887;-87,60%
Sweden;26;2020-06-28;180;2019-06-30;1134;-84,13%
Sweden;27;2020-06-29;258;2019-07-01;1220;-78,85%
Sweden;27;2020-06-30;257;2019-07-02;1179;-78,20%
Sweden;27;2020-07-01;373;2019-07-03;1229;-69,65%
Sweden;27;2020-07-02;339;2019-07-04;1232;-72,48%
Sweden;27;2020-07-03;374;2019-07-05;1218;-69,29%
Sweden;27;2020-07-04;148;2019-07-06;868;-82,95%
Sweden;27;2020-07-05;282;2019-07-07;1042;-72,94%
Sweden;28;2020-07-06;306;2019-07-08;1121;-72,70%
Sweden;28;2020-07-07;304;2019-07-09;1054;-71,16%
Sweden;28;2020-07-08;358;2019-07-10;1098;-67,40%
Sweden;28;2020-07-09;326;2019-07-11;1110;-70,63%
Sweden;28;2020-07-10;351;2019-07-12;1134;-69,05%
Sweden;28;2020-07-11;166;2019-07-13;848;-80,42%
Sweden;28;2020-07-12;270;2019-07-14;1032;-73,84%
Sweden;29;2020-07-13;326;2019-07-15;1080;-69,81%
Sweden;29;2020-07-14;330;2019-07-16;1034;-68,09%
Sweden;29;2020-07-15;345;2019-07-17;1096;-68,52%
Sweden;29;2020-07-16;341;2019-07-18;1110;-69,28%
Sweden;29;2020-07-17;336;2019-07-19;1122;-70,05%
Sweden;29;2020-07-18;182;2019-07-20;876;-79,22%
Sweden;29;2020-07-19;274;2019-07-21;1010;-72,87%
Sweden;30;2020-07-20;331;2019-07-22;1081;-69,38%
Sweden;30;2020-07-21;321;2019-07-23;1040;-69,13%
Sweden;30;2020-07-22;337;2019-07-24;1094;-69,20%
Sweden;30;2020-07-23;335;2019-07-25;1093;-69,35%
Sweden;30;2020-07-24;322;2019-07-26;1120;-71,25%
Sweden;30;2020-07-25;198;2019-07-27;839;-76,40%
Sweden;30;2020-07-26;288;2019-07-28;1029;-72,01%
Sweden;31;2020-07-27;337;2019-07-29;1104;-69,47%
Sweden;31;2020-07-28;293;2019-07-30;1034;-71,66%
Sweden;31;2020-07-29;333;2019-07-31;1077;-69,08%
Sweden;31;2020-07-30;324;2019-08-01;1086;-70,17%
Sweden;31;2020-07-31;316;2019-08-02;1133;-72,11%
Sweden;31;2020-08-01;220;2019-08-03;850;-74,12%
Sweden;31;2020-08-02;321;2019-08-04;1021;-68,56%
Sweden;32;2020-08-03;379;2019-08-05;1091;-65,26%
Sweden;32;2020-08-04;330;2019-08-06;1050;-68,57%
Sweden;32;2020-08-05;382;2019-08-07;1087;-64,86%
Sweden;32;2020-08-06;378;2019-08-08;1092;-65,38%
Sweden;32;2020-08-07;389;2019-08-09;1149;-66,14%
Sweden;32;2020-08-08;212;2019-08-10;858;-75,29%
Sweden;32;2020-08-09;344;2019-08-11;1078;-68,09%
Sweden;33;2020-08-10;372;2019-08-12;1197;-68,92%
Sweden;33;2020-08-11;330;2019-08-13;1143;-71,13%
Sweden;33;2020-08-12;414;2019-08-14;1217;-65,98%
Sweden;33;2020-08-13;419;2019-08-15;1224;-65,77%
Sweden;33;2020-08-14;409;2019-08-16;1199;-65,89%
Sweden;33;2020-08-15;238;2019-08-17;839;-71,63%
Sweden;33;2020-08-16;365;2019-08-18;1091;-66,54%
Sweden;34;2020-08-17;458;2019-08-19;1275;-64,08%
Sweden;34;2020-08-18;391;2019-08-20;1210;-67,69%
Sweden;34;2020-08-19;411;2019-08-21;1307;-68,55%
Sweden;34;2020-08-20;416;2019-08-22;1306;-68,15%
Sweden;34;2020-08-21;439;2019-08-23;1271;-65,46%
Sweden;34;2020-08-22;258;2019-08-24;850;-69,65%
Sweden;34;2020-08-23;361;2019-08-25;1092;-66,94%
Sweden;35;2020-08-24;443;2019-08-26;1316;-66,34%
Sweden;35;2020-08-25;394;2019-08-27;1267;-68,90%
Sweden;35;2020-08-26;431;2019-08-28;1366;-68,45%
Sweden;35;2020-08-27;452;2019-08-29;1375;-67,13%
Sweden;35;2020-08-28;465;2019-08-30;1313;-64,58%
Sweden;35;2020-08-29;240;2019-08-31;817;-70,62%
Sweden;35;2020-08-30;379;2019-09-01;1101;-65,58%
Sweden;36;2020-08-31;479;2019-09-02;1322;-63,77%
Sweden;36;2020-09-01;415;2019-09-03;1313;-68,39%
Sweden;36;2020-09-02;460;2019-09-04;1388;-66,86%
Sweden;36;2020-09-03;470;2019-09-05;1373;-65,77%
Sweden;36;2020-09-04;488;2019-09-06;1338;-63,53%
Sweden;36;2020-09-05;235;2019-09-07;815;-71,17%
Sweden;36;2020-09-06;370;2019-09-08;1108;-66,61%
Sweden;37;2020-09-07;456;2019-09-09;1330;-65,71%
Sweden;37;2020-09-08;398;2019-09-10;1320;-69,85%
Sweden;37;2020-09-09;444;2019-09-11;1376;-67,73%
Sweden;37;2020-09-10;470;2019-09-12;1386;-66,09%
Sweden;37;2020-09-11;458;2019-09-13;1352;-66,12%
Sweden;37;2020-09-12;237;2019-09-14;823;-71,20%
Sweden;37;2020-09-13;373;2019-09-15;1102;-66,15%
Sweden;38;2020-09-14;462;2019-09-16;1330;-65,26%
Sweden;38;2020-09-15;427;2019-09-17;1342;-68,18%
Sweden;38;2020-09-16;451;2019-09-18;1392;-67,60%
Sweden;38;2020-09-17;502;2019-09-19;1381;-63,65%
Sweden;38;2020-09-18;473;2019-09-20;1339;-64,68%
Sweden;38;2020-09-19;224;2019-09-21;825;-72,85%
Sweden;38;2020-09-20;392;2019-09-22;1102;-64,43%
Sweden;39;2020-09-21;457;2019-09-23;1330;-65,64%
Sweden;39;2020-09-22;451;2019-09-24;1330;-66,09%
Sweden;39;2020-09-23;462;2019-09-25;1372;-66,33%
Sweden;39;2020-09-24;498;2019-09-26;1387;-64,10%
Sweden;39;2020-09-25;473;2019-09-27;1315;-64,03%
Sweden;39;2020-09-26;213;2019-09-28;789;-73,00%
Sweden;39;2020-09-27;378;2019-09-29;1097;-65,54%
Sweden;40;2020-09-28;448;2019-09-30;1328;-66,27%
Sweden;40;2020-09-29;415;2019-10-01;1320;-68,56%
Sweden;40;2020-09-30;450;2019-10-02;1368;-67,11%
Sweden;40;2020-10-01;499;2019-10-03;1320;-62,20%
Sweden;40;2020-10-02;497;2019-10-04;1309;-62,03%
Sweden;40;2020-10-03;202;2019-10-05;771;-73,80%
Sweden;40;2020-10-04;374;2019-10-06;1060;-64,72%
Sweden;41;2020-10-05;463;2019-10-07;1317;-64,84%
Sweden;41;2020-10-06;400;2019-10-08;1274;-68,60%
Sweden;41;2020-10-07;458;2019-10-09;1358;-66,27%
Sweden;41;2020-10-08;475;2019-10-10;1306;-63,63%
Sweden;41;2020-10-09;461;2019-10-11;1271;-63,73%
Sweden;41;2020-10-10;238;2019-10-12;733;-67,53%
Sweden;41;2020-10-11;388;2019-10-13;1056;-63,26%
Sweden;42;2020-10-12;459;2019-10-14;1260;-63,57%
Sweden;42;2020-10-13;418;2019-10-15;1301;-67,87%
Sweden;42;2020-10-14;443;2019-10-16;1279;-65,36%
Sweden;42;2020-10-15;467;2019-10-17;1296;-63,97%
Sweden;42;2020-10-16;491;2019-10-18;1252;-60,78%
Sweden;42;2020-10-17;218;2019-10-19;699;-68,81%
Sweden;42;2020-10-18;373;2019-10-20;1017;-63,32%
Sweden;43;2020-10-19;427;2019-10-21;1279;-66,61%
Sweden;43;2020-10-20;410;2019-10-22;1267;-67,64%
Sweden;43;2020-10-21;432;2019-10-23;1334;-67,62%
Sweden;43;2020-10-22;482;2019-10-24;1310;-63,21%
Sweden;43;2020-10-23;503;2019-10-25;1286;-60,89%
Sweden;43;2020-10-24;281;2019-10-26;749;-62,48%
Sweden;43;2020-10-25;377;2019-10-27;938;-59,81%
Sweden;44;2020-10-26;464;2019-10-28;1155;-59,83%
Sweden;44;2020-10-27;422;2019-10-29;1100;-61,64%
Sweden;44;2020-10-28;453;2019-10-30;1155;-60,78%
Sweden;44;2020-10-29;478;2019-10-31;1158;-58,72%
Sweden;44;2020-10-30;429;2019-11-01;1135;-62,20%
Sweden;44;2020-10-31;231;2019-11-02;638;-63,79%
Sweden;44;2020-11-01;388;2019-11-03;977;-60,29%
Sweden;45;2020-11-02;470;2019-11-04;1197;-60,74%
Sweden;45;2020-11-03;413;2019-11-05;1170;-64,70%
Sweden;45;2020-11-04;461;2019-11-06;1215;-62,06%
Sweden;45;2020-11-05;446;2019-11-07;1195;-62,68%
Sweden;45;2020-11-06;467;2019-11-08;1175;-60,26%
Sweden;45;2020-11-07;199;2019-11-09;527;-62,24%
Sweden;45;2020-11-08;345;2019-11-10;912;-62,17%
Sweden;46;2020-11-09;429;2019-11-11;1161;-63,05%
Sweden;46;2020-11-10;376;2019-11-12;1164;-67,70%
Sweden;46;2020-11-11;384;2019-11-13;1190;-67,73%
Sweden;46;2020-11-12;395;2019-11-14;1187;-66,72%
Sweden;46;2020-11-13;417;2019-11-15;1221;-65,85%
Sweden;46;2020-11-14;164;2019-11-16;523;-68,64%
Sweden;46;2020-11-15;295;2019-11-17;902;-67,29%
Sweden;47;2020-11-16;402;2019-11-18;1163;-65,43%
Sweden;47;2020-11-17;342;2019-11-19;1118;-69,41%
Sweden;47;2020-11-18;343;2019-11-20;1195;-71,30%
Sweden;47;2020-11-19;369;2019-11-21;1193;-69,07%
Sweden;47;2020-11-20;402;2019-11-22;1203;-66,58%
Sweden;47;2020-11-21;137;2019-11-23;513;-73,29%
Sweden;47;2020-11-22;282;2019-11-24;909;-68,98%
Sweden;48;2020-11-23;404;2019-11-25;1131;-64,28%
Sweden;48;2020-11-24;301;2019-11-26;1117;-73,05%
Sweden;48;2020-11-25;315;2019-11-27;1181;-73,33%
Sweden;48;2020-11-26;375;2019-11-28;1173;-68,03%
Sweden;48;2020-11-27;358;2019-11-29;1170;-69,40%
Sweden;48;2020-11-28;153;2019-11-30;548;-72,08%
Sweden;48;2020-11-29;277;2019-12-01;940;-70,53%
Sweden;49;2020-11-30;333;2019-12-02;1161;-71,32%
Sweden;49;2020-12-01;251;2019-12-03;1124;-77,67%
Sweden;49;2020-12-02;312;2019-12-04;1198;-73,96%
Sweden;49;2020-12-03;318;2019-12-05;1183;-73,12%
Sweden;49;2020-12-04;381;2019-12-06;1198;-68,20%
Sweden;49;2020-12-05;160;2019-12-07;523;-69,41%
Sweden;49;2020-12-06;268;2019-12-08;889;-69,85%
Sweden;50;2020-12-07;334;2019-12-09;1157;-71,13%
Sweden;50;2020-12-08;294;2019-12-10;1158;-74,61%
Sweden;50;2020-12-09;315;2019-12-11;1187;-73,46%
Sweden;50;2020-12-10;373;2019-12-12;1165;-67,98%
Sweden;50;2020-12-11;384;2019-12-13;1155;-66,75%
Sweden;50;2020-12-12;181;2019-12-14;523;-65,39%
Sweden;50;2020-12-13;275;2019-12-15;874;-68,54%
Sweden;51;2020-12-14;351;2019-12-16;1088;-67,74%
Sweden;51;2020-12-15;299;2019-12-17;1090;-72,57%
Sweden;51;2020-12-16;372;2019-12-18;1131;-67,11%
Sweden;51;2020-12-17;428;2019-12-19;1184;-63,85%
Sweden;51;2020-12-18;462;2019-12-20;1153;-59,93%
Sweden;51;2020-12-19;297;2019-12-21;679;-56,26%
Sweden;51;2020-12-20;341;2019-12-22;855;-60,12%
Sweden;52;2020-12-21;401;2019-12-23;846;-52,60%
Sweden;52;2020-12-22;408;2019-12-24;365;11,78%
Sweden;52;2020-12-23;433;2019-12-25;396;9,34%
Sweden;52;2020-12-24;104;2019-12-26;791;-86,85%
Sweden;52;2020-12-25;99;2019-12-27;915;-89,18%
Sweden;52;2020-12-26;198;2019-12-28;610;-67,54%
Sweden;52;2020-12-27;323;2019-12-29;795;-59,37%
Sweden;53;2020-12-28;354;2019-12-30;826;-57,14%
Sweden;53;2020-12-29;300;2019-12-31;433;-30,72%
Sweden;53;2020-12-30;344;2020-01-01;658;-47,72%
Sweden;53;2020-12-31;108;2020-01-02;883;-87,77%
Switzerland;1;2020-01-01;981;2019-01-02;1290;-23,95%
Switzerland;1;2020-01-02;1293;2019-01-03;1292;0,08%
Switzerland;1;2020-01-03;1370;2019-01-04;1415;-3,18%
Switzerland;1;2020-01-04;1328;2019-01-05;1330;-0,15%
Switzerland;1;2020-01-05;1480;2019-01-06;1398;5,87%
Switzerland;2;2020-01-06;1282;2019-01-07;1323;-3,10%
Switzerland;2;2020-01-07;1082;2019-01-08;1111;-2,61%
Switzerland;2;2020-01-08;1142;2019-01-09;1156;-1,21%
Switzerland;2;2020-01-09;1215;2019-01-10;1165;4,29%
Switzerland;2;2020-01-10;1321;2019-01-11;1355;-2,51%
Switzerland;2;2020-01-11;1192;2019-01-12;1203;-0,91%
Switzerland;2;2020-01-12;1306;2019-01-13;1258;3,82%
Switzerland;3;2020-01-13;1178;2019-01-14;1234;-4,54%
Switzerland;3;2020-01-14;1045;2019-01-15;1133;-7,77%
Switzerland;3;2020-01-15;1196;2019-01-16;1238;-3,39%
Switzerland;3;2020-01-16;1296;2019-01-17;1238;4,68%
Switzerland;3;2020-01-17;1326;2019-01-18;1450;-8,55%
Switzerland;3;2020-01-18;1139;2019-01-19;1196;-4,77%
Switzerland;3;2020-01-19;1389;2019-01-20;1365;1,76%
Switzerland;4;2020-01-20;1398;2019-01-21;1441;-2,98%
Switzerland;4;2020-01-21;1202;2019-01-22;1234;-2,59%
Switzerland;4;2020-01-22;1204;2019-01-23;1238;-2,75%
Switzerland;4;2020-01-23;1411;2019-01-24;1413;-0,14%
Switzerland;4;2020-01-24;1544;2019-01-25;1559;-0,96%
Switzerland;4;2020-01-25;1141;2019-01-26;1186;-3,79%
Switzerland;4;2020-01-26;1287;2019-01-27;1312;-1,91%
Switzerland;5;2020-01-27;1230;2019-01-28;1261;-2,46%
Switzerland;5;2020-01-28;1024;2019-01-29;1148;-10,80%
Switzerland;5;2020-01-29;1130;2019-01-30;1152;-1,91%
Switzerland;5;2020-01-30;1233;2019-01-31;1314;-6,16%
Switzerland;5;2020-01-31;1362;2019-02-01;1247;9,22%
Switzerland;5;2020-02-01;1163;2019-02-02;1151;1,04%
Switzerland;5;2020-02-02;1270;2019-02-03;1248;1,76%
Switzerland;6;2020-02-03;1260;2019-02-04;1260;0,00%
Switzerland;6;2020-02-04;1061;2019-02-05;1181;-10,16%
Switzerland;6;2020-02-05;1181;2019-02-06;1239;-4,68%
Switzerland;6;2020-02-06;1323;2019-02-07;1307;1,22%
Switzerland;6;2020-02-07;1359;2019-02-08;1439;-5,56%
Switzerland;6;2020-02-08;1230;2019-02-09;1260;-2,38%
Switzerland;6;2020-02-09;1112;2019-02-10;1304;-14,72%
Switzerland;7;2020-02-10;984;2019-02-11;1279;-23,06%
Switzerland;7;2020-02-11;1088;2019-02-12;1193;-8,80%
Switzerland;7;2020-02-12;1231;2019-02-13;1245;-1,12%
Switzerland;7;2020-02-13;1280;2019-02-14;1366;-6,30%
Switzerland;7;2020-02-14;1548;2019-02-15;1562;-0,90%
Switzerland;7;2020-02-15;1387;2019-02-16;1421;-2,39%
Switzerland;7;2020-02-16;1345;2019-02-17;1432;-6,08%
Switzerland;8;2020-02-17;1254;2019-02-18;1311;-4,35%
Switzerland;8;2020-02-18;1168;2019-02-19;1250;-6,56%
Switzerland;8;2020-02-19;1194;2019-02-20;1279;-6,65%
Switzerland;8;2020-02-20;1310;2019-02-21;1423;-7,94%
Switzerland;8;2020-02-21;1517;2019-02-22;1508;0,60%
Switzerland;8;2020-02-22;1478;2019-02-23;1466;0,82%
Switzerland;8;2020-02-23;1515;2019-02-24;1551;-2,32%
Switzerland;9;2020-02-24;1340;2019-02-25;1383;-3,11%
Switzerland;9;2020-02-25;1169;2019-02-26;1245;-6,10%
Switzerland;9;2020-02-26;1165;2019-02-27;1339;-12,99%
Switzerland;9;2020-02-27;1224;2019-02-28;1359;-9,93%
Switzerland;9;2020-02-28;1464;2019-03-01;1432;2,23%
Switzerland;9;2020-02-29;1262;2019-03-02;1329;-5,04%
Switzerland;9;2020-03-01;1372;2019-03-03;1440;-4,72%
Switzerland;10;2020-03-02;1270;2019-03-04;1328;-4,37%
Switzerland;10;2020-03-03;1170;2019-03-05;1298;-9,86%
Switzerland;10;2020-03-04;1245;2019-03-06;1406;-11,45%
Switzerland;10;2020-03-05;1228;2019-03-07;1344;-8,63%
Switzerland;10;2020-03-06;1341;2019-03-08;1436;-6,62%
Switzerland;10;2020-03-07;1162;2019-03-09;1265;-8,14%
Switzerland;10;2020-03-08;1335;2019-03-10;1347;-0,89%
Switzerland;11;2020-03-09;1157;2019-03-11;1334;-13,27%
Switzerland;11;2020-03-10;964;2019-03-12;1237;-22,07%
Switzerland;11;2020-03-11;1037;2019-03-13;1290;-19,61%
Switzerland;11;2020-03-12;1116;2019-03-14;1350;-17,33%
Switzerland;11;2020-03-13;1217;2019-03-15;1394;-12,70%
Switzerland;11;2020-03-14;1073;2019-03-16;1268;-15,38%
Switzerland;11;2020-03-15;1120;2019-03-17;1368;-18,13%
Switzerland;12;2020-03-16;886;2019-03-18;1351;-34,42%
Switzerland;12;2020-03-17;622;2019-03-19;1216;-48,85%
Switzerland;12;2020-03-18;536;2019-03-20;1272;-57,86%
Switzerland;12;2020-03-19;471;2019-03-21;1389;-66,09%
Switzerland;12;2020-03-20;484;2019-03-22;1452;-66,67%
Switzerland;12;2020-03-21;337;2019-03-23;1225;-72,49%
Switzerland;12;2020-03-22;325;2019-03-24;1378;-76,42%
Switzerland;13;2020-03-23;173;2019-03-25;1350;-87,19%
Switzerland;13;2020-03-24;126;2019-03-26;1233;-89,78%
Switzerland;13;2020-03-25;140;2019-03-27;1295;-89,19%
Switzerland;13;2020-03-26;164;2019-03-28;1360;-87,94%
Switzerland;13;2020-03-27;151;2019-03-29;1495;-89,90%
Switzerland;13;2020-03-28;110;2019-03-30;1252;-91,21%
Switzerland;13;2020-03-29;118;2019-03-31;1353;-91,28%
Switzerland;14;2020-03-30;103;2019-04-01;1339;-92,31%
Switzerland;14;2020-03-31;115;2019-04-02;1312;-91,23%
Switzerland;14;2020-04-01;139;2019-04-03;1301;-89,32%
Switzerland;14;2020-04-02;105;2019-04-04;1306;-91,96%
Switzerland;14;2020-04-03;122;2019-04-05;1463;-91,66%
Switzerland;14;2020-04-04;89;2019-04-06;1288;-93,09%
Switzerland;14;2020-04-05;96;2019-04-07;1344;-92,86%
Switzerland;15;2020-04-06;88;2019-04-08;1389;-93,66%
Switzerland;15;2020-04-07;110;2019-04-09;1349;-91,85%
Switzerland;15;2020-04-08;120;2019-04-10;1334;-91,00%
Switzerland;15;2020-04-09;108;2019-04-11;1387;-92,21%
Switzerland;15;2020-04-10;93;2019-04-12;1499;-93,80%
Switzerland;15;2020-04-11;74;2019-04-13;1315;-94,37%
Switzerland;15;2020-04-12;78;2019-04-14;1321;-94,10%
Switzerland;16;2020-04-13;72;2019-04-15;1386;-94,81%
Switzerland;16;2020-04-14;75;2019-04-16;1300;-94,23%
Switzerland;16;2020-04-15;90;2019-04-17;1375;-93,45%
Switzerland;16;2020-04-16;123;2019-04-18;1527;-91,94%
Switzerland;16;2020-04-17;126;2019-04-19;1353;-90,69%
Switzerland;16;2020-04-18;83;2019-04-20;1222;-93,21%
Switzerland;16;2020-04-19;72;2019-04-21;1205;-94,02%
Switzerland;17;2020-04-20;77;2019-04-22;1356;-94,32%
Switzerland;17;2020-04-21;97;2019-04-23;1315;-92,62%
Switzerland;17;2020-04-22;97;2019-04-24;1299;-92,53%
Switzerland;17;2020-04-23;134;2019-04-25;1332;-89,94%
Switzerland;17;2020-04-24;127;2019-04-26;1358;-90,65%
Switzerland;17;2020-04-25;89;2019-04-27;1221;-92,71%
Switzerland;17;2020-04-26;90;2019-04-28;1319;-93,18%
Switzerland;18;2020-04-27;100;2019-04-29;1336;-92,51%
Switzerland;18;2020-04-28;103;2019-04-30;1259;-91,82%
Switzerland;18;2020-04-29;126;2019-05-01;1330;-90,53%
Switzerland;18;2020-04-30;104;2019-05-02;1298;-91,99%
Switzerland;18;2020-05-01;111;2019-05-03;1422;-92,19%
Switzerland;18;2020-05-02;75;2019-05-04;1150;-93,48%
Switzerland;18;2020-05-03;87;2019-05-05;1286;-93,23%
Switzerland;19;2020-05-04;146;2019-05-06;1390;-89,50%
Switzerland;19;2020-05-05;106;2019-05-07;1356;-92,18%
Switzerland;19;2020-05-06;130;2019-05-08;1351;-90,38%
Switzerland;19;2020-05-07;151;2019-05-09;1276;-88,17%
Switzerland;19;2020-05-08;163;2019-05-10;1463;-88,86%
Switzerland;19;2020-05-09;109;2019-05-11;1192;-90,86%
Switzerland;19;2020-05-10;115;2019-05-12;1269;-90,94%
