Entity,Week,Day,Flights,Day 2019,Flights 2019 (Reference),% vs 2019 (Daily),Day Previous Year,Flights Previous Year
Georgia,8,22/2/21,32,25/2/19,114,-71.93%,24/2/20,84
Georgia,8,23/2/21,18,26/2/19,106,-83.02%,25/2/20,85
Georgia,8,24/2/21,29,27/2/19,95,-69.47%,26/2/20,72
Georgia,8,25/2/21,30,28/2/19,110,-72.73%,27/2/20,81
Georgia,8,26/2/21,23,1/3/19,109,-78.90%,28/2/20,88
Georgia,8,27/2/21,19,2/3/19,124,-84.68%,29/2/20,89
Georgia,8,28/2/21,32,3/3/19,123,-73.98%,1/3/20,107
Georgia,9,1/3/21,34,4/3/19,113,-69.91%,2/3/20,85
Georgia,9,2/3/21,29,5/3/19,104,-72.12%,3/3/20,93
Georgia,9,3/3/21,42,6/3/19,97,-56.70%,4/3/20,74
Georgia,9,4/3/21,42,7/3/19,130,-67.69%,5/3/20,83
Georgia,9,5/3/21,30,8/3/19,108,-72.22%,6/3/20,91
Georgia,9,6/3/21,18,9/3/19,116,-84.48%,7/3/20,88
Georgia,9,7/3/21,34,10/3/19,123,-72.36%,8/3/20,91
Georgia,10,8/3/21,33,11/3/19,116,-71.55%,9/3/20,81
Georgia,10,9/3/21,34,12/3/19,109,-68.81%,10/3/20,89
Georgia,10,10/3/21,41,13/3/19,99,-58.59%,11/3/20,69
Georgia,10,11/3/21,40,14/3/19,121,-66.94%,12/3/20,75
Georgia,10,12/3/21,32,15/3/19,105,-69.52%,13/3/20,80
Georgia,10,13/3/21,26,16/3/19,117,-77.78%,14/3/20,77
Georgia,10,14/3/21,31,17/3/19,114,-72.81%,15/3/20,75
Georgia,11,15/3/21,33,18/3/19,115,-71.30%,16/3/20,48
Georgia,11,16/3/21,40,19/3/19,114,-64.91%,17/3/20,46
Georgia,11,17/3/21,35,20/3/19,112,-68.75%,18/3/20,34
Georgia,11,18/3/21,32,21/3/19,133,-75.94%,19/3/20,35
Georgia,11,19/3/21,39,22/3/19,123,-68.29%,20/3/20,28
Georgia,11,20/3/21,25,23/3/19,125,-80.00%,21/3/20,12
Georgia,11,21/3/21,39,24/3/19,129,-69.77%,22/3/20,20
Georgia,12,22/3/21,34,25/3/19,132,-74.24%,23/3/20,15
Georgia,12,23/3/21,46,26/3/19,119,-61.34%,24/3/20,17
Georgia,12,24/3/21,43,27/3/19,112,-61.61%,25/3/20,13
Georgia,12,25/3/21,43,28/3/19,137,-68.61%,26/3/20,12
Georgia,12,26/3/21,38,29/3/19,128,-70.31%,27/3/20,14
Georgia,12,27/3/21,31,30/3/19,128,-75.78%,28/3/20,8
Georgia,12,28/3/21,53,31/3/19,133,-60.15%,29/3/20,5
Georgia,13,29/3/21,39,1/4/19,116,-66.38%,30/3/20,4
Georgia,13,30/3/21,46,2/4/19,129,-64.34%,31/3/20,10
Georgia,13,31/3/21,46,3/4/19,124,-62.90%,1/4/20,3
Georgia,13,1/4/21,59,4/4/19,136,-56.62%,2/4/20,13
Georgia,13,2/4/21,40,5/4/19,134,-70.15%,3/4/20,8
Georgia,13,3/4/21,38,6/4/19,133,-71.43%,4/4/20,15
Georgia,13,4/4/21,49,7/4/19,147,-66.67%,5/4/20,7
Georgia,14,5/4/21,36,8/4/19,115,-68.70%,6/4/20,6
Georgia,14,6/4/21,41,9/4/19,125,-67.20%,7/4/20,10
Georgia,14,7/4/21,51,10/4/19,105,-51.43%,8/4/20,2
Georgia,14,8/4/21,53,11/4/19,135,-60.74%,9/4/20,10
Georgia,14,9/4/21,38,12/4/19,127,-70.08%,10/4/20,15
Georgia,14,10/4/21,39,13/4/19,144,-72.92%,11/4/20,5
Georgia,14,11/4/21,60,14/4/19,143,-58.04%,12/4/20,5
Georgia,15,12/4/21,45,15/4/19,111,-59.46%,13/4/20,9
Georgia,15,13/4/21,49,16/4/19,133,-63.16%,14/4/20,14
Georgia,15,14/4/21,43,17/4/19,121,-64.46%,15/4/20,6
Georgia,15,15/4/21,61,18/4/19,164,-62.80%,16/4/20,14
Georgia,15,16/4/21,42,19/4/19,124,-66.13%,17/4/20,6
Georgia,15,17/4/21,37,20/4/19,135,-72.59%,18/4/20,9
Georgia,15,18/4/21,59,21/4/19,143,-58.74%,19/4/20,17
Georgia,16,19/4/21,37,22/4/19,117,-68.38%,20/4/20,12
Georgia,16,20/4/21,56,23/4/19,136,-58.82%,21/4/20,15
Georgia,16,21/4/21,49,24/4/19,122,-59.84%,22/4/20,22
Georgia,16,22/4/21,59,25/4/19,144,-59.03%,23/4/20,16
Georgia,16,23/4/21,43,26/4/19,128,-66.41%,24/4/20,17
Georgia,16,24/4/21,47,27/4/19,153,-69.28%,25/4/20,7
Georgia,16,25/4/21,61,28/4/19,153,-60.13%,26/4/20,14
Georgia,17,26/4/21,41,29/4/19,121,-66.12%,27/4/20,20
Georgia,17,27/4/21,55,30/4/19,142,-61.27%,28/4/20,16
Georgia,17,28/4/21,49,1/5/19,117,-58.12%,29/4/20,18
Georgia,17,29/4/21,77,2/5/19,151,-49.01%,30/4/20,25
Georgia,17,30/4/21,66,3/5/19,126,-47.62%,1/5/20,13
Georgia,17,1/5/21,59,4/5/19,136,-56.62%,2/5/20,15
Georgia,17,2/5/21,70,5/5/19,151,-53.64%,3/5/20,19
Georgia,18,3/5/21,50,6/5/19,134,-62.69%,4/5/20,14
Georgia,18,4/5/21,63,7/5/19,136,-53.68%,5/5/20,22
Georgia,18,5/5/21,51,8/5/19,115,-55.65%,6/5/20,20
Georgia,18,6/5/21,65,9/5/19,142,-54.23%,7/5/20,20
Georgia,18,7/5/21,55,10/5/19,131,-58.02%,8/5/20,15
Georgia,18,8/5/21,51,11/5/19,141,-63.83%,9/5/20,9
Georgia,18,9/5/21,69,12/5/19,152,-54.61%,10/5/20,8
Georgia,19,10/5/21,62,13/5/19,127,-51.18%,11/5/20,12
Georgia,19,11/5/21,63,14/5/19,144,-56.25%,12/5/20,16
Georgia,19,12/5/21,72,15/5/19,110,-34.55%,13/5/20,11
Georgia,19,13/5/21,82,16/5/19,142,-42.25%,14/5/20,15
Georgia,19,14/5/21,91,17/5/19,128,-28.91%,15/5/20,18
Georgia,19,15/5/21,77,18/5/19,129,-40.31%,16/5/20,19
Georgia,19,16/5/21,75,19/5/19,154,-51.30%,17/5/20,13
Georgia,20,17/5/21,63,20/5/19,126,-50.00%,18/5/20,22
Georgia,20,18/5/21,71,21/5/19,135,-47.41%,19/5/20,13
Georgia,20,19/5/21,56,22/5/19,110,-49.09%,20/5/20,17
Georgia,20,20/5/21,84,23/5/19,140,-40.00%,21/5/20,8
Georgia,20,21/5/21,88,24/5/19,125,-29.60%,22/5/20,8
Georgia,20,22/5/21,59,25/5/19,148,-60.14%,23/5/20,13
Georgia,20,23/5/21,79,26/5/19,154,-48.70%,24/5/20,12
Georgia,21,24/5/21,54,27/5/19,133,-59.40%,25/5/20,20
Georgia,21,25/5/21,53,28/5/19,148,-64.19%,26/5/20,22
Georgia,21,26/5/21,72,29/5/19,114,-36.84%,27/5/20,20
Georgia,21,27/5/21,67,30/5/19,145,-53.79%,28/5/20,24
Georgia,21,28/5/21,86,31/5/19,143,-39.86%,29/5/20,13
Georgia,21,29/5/21,63,1/6/19,161,-60.87%,30/5/20,12
Georgia,21,30/5/21,81,2/6/19,163,-50.31%,31/5/20,14
Georgia,22,31/5/21,62,3/6/19,156,-60.26%,1/6/20,13
Georgia,22,1/6/21,58,4/6/19,174,-66.67%,2/6/20,15
Georgia,22,2/6/21,74,5/6/19,155,-52.26%,3/6/20,6
Georgia,22,3/6/21,94,6/6/19,167,-43.71%,4/6/20,30
Georgia,22,4/6/21,81,7/6/19,163,-50.31%,5/6/20,14
Georgia,22,5/6/21,67,8/6/19,182,-63.19%,6/6/20,23
Georgia,22,6/6/21,94,9/6/19,175,-46.29%,7/6/20,18
Georgia,23,7/6/21,72,10/6/19,144,-50.00%,8/6/20,15
Georgia,23,8/6/21,72,11/6/19,162,-55.56%,9/6/20,15
Georgia,23,9/6/21,88,12/6/19,158,-44.30%,10/6/20,12
Georgia,23,10/6/21,95,13/6/19,171,-44.44%,11/6/20,20
Georgia,23,11/6/21,92,14/6/19,171,-46.20%,12/6/20,17
Georgia,23,12/6/21,93,15/6/19,175,-46.86%,13/6/20,20
Georgia,23,13/6/21,101,16/6/19,176,-42.61%,14/6/20,11
Georgia,24,14/6/21,81,17/6/19,164,-50.61%,15/6/20,24
Georgia,24,15/6/21,76,18/6/19,166,-54.22%,16/6/20,16
Georgia,24,16/6/21,99,19/6/19,162,-38.89%,17/6/20,17
Georgia,24,17/6/21,107,20/6/19,176,-39.20%,18/6/20,20
Georgia,24,18/6/21,103,21/6/19,181,-43.09%,19/6/20,19
Georgia,24,19/6/21,86,22/6/19,173,-50.29%,20/6/20,22
Georgia,24,20/6/21,117,23/6/19,178,-34.27%,21/6/20,19
Georgia,25,21/6/21,98,24/6/19,154,-36.36%,22/6/20,20
Georgia,25,22/6/21,93,25/6/19,172,-45.93%,23/6/20,19
Georgia,25,23/6/21,105,26/6/19,149,-29.53%,24/6/20,21
Georgia,25,24/6/21,105,27/6/19,182,-42.31%,25/6/20,15
Georgia,25,25/6/21,121,28/6/19,175,-30.86%,26/6/20,20
Georgia,25,26/6/21,90,29/6/19,171,-47.37%,27/6/20,19
Georgia,25,27/6/21,127,30/6/19,186,-31.72%,28/6/20,13
Georgia,26,28/6/21,107,1/7/19,175,-38.86%,29/6/20,18
Georgia,26,29/6/21,103,2/7/19,173,-40.46%,30/6/20,19
Georgia,26,30/6/21,106,3/7/19,170,-37.65%,1/7/20,27
Georgia,26,1/7/21,118,4/7/19,178,-33.71%,2/7/20,21
Georgia,26,2/7/21,122,5/7/19,177,-31.07%,3/7/20,17
Georgia,26,3/7/21,109,6/7/19,167,-34.73%,4/7/20,23
Georgia,26,4/7/21,125,7/7/19,177,-29.38%,5/7/20,17
Georgia,27,5/7/21,118,8/7/19,136,-13.24%,6/7/20,12
Georgia,27,6/7/21,103,9/7/19,150,-31.33%,7/7/20,24
Georgia,27,7/7/21,118,10/7/19,129,-8.53%,8/7/20,11
Georgia,27,8/7/21,112,11/7/19,150,-25.33%,9/7/20,22
Georgia,27,9/7/21,129,12/7/19,146,-11.64%,10/7/20,20
Georgia,27,10/7/21,106,13/7/19,143,-25.87%,11/7/20,13
Georgia,27,11/7/21,123,14/7/19,146,-15.75%,12/7/20,15
Georgia,28,12/7/21,114,15/7/19,135,-15.56%,13/7/20,13
Georgia,28,13/7/21,111,16/7/19,159,-30.19%,14/7/20,23
Georgia,28,14/7/21,117,17/7/19,128,-8.59%,15/7/20,18
Georgia,28,15/7/21,127,18/7/19,152,-16.45%,16/7/20,19
Georgia,28,16/7/21,147,19/7/19,145,1.38%,17/7/20,31
Georgia,28,17/7/21,128,20/7/19,149,-14.09%,18/7/20,10
Georgia,28,18/7/21,145,21/7/19,146,-0.68%,19/7/20,16
Georgia,29,19/7/21,145,22/7/19,139,4.32%,20/7/20,16
Georgia,29,20/7/21,141,23/7/19,164,-14.02%,21/7/20,18
Georgia,29,21/7/21,129,24/7/19,139,-7.19%,22/7/20,30
Georgia,29,22/7/21,155,25/7/19,156,-0.64%,23/7/20,39
Georgia,29,23/7/21,150,26/7/19,147,2.04%,24/7/20,20
Georgia,29,24/7/21,166,27/7/19,144,15.28%,25/7/20,13
Georgia,29,25/7/21,144,28/7/19,148,-2.70%,26/7/20,17
Georgia,30,26/7/21,124,29/7/19,138,-10.14%,27/7/20,29
Georgia,30,27/7/21,122,30/7/19,166,-26.51%,28/7/20,24
Georgia,30,28/7/21,126,31/7/19,132,-4.55%,29/7/20,23
Georgia,30,29/7/21,127,1/8/19,155,-18.06%,30/7/20,17
Georgia,30,30/7/21,133,2/8/19,150,-11.33%,31/7/20,13
Georgia,30,31/7/21,131,3/8/19,138,-5.07%,1/8/20,15
Georgia,30,1/8/21,133,4/8/19,153,-13.07%,2/8/20,20
Georgia,31,2/8/21,102,5/8/19,133,-23.31%,3/8/20,26
Georgia,31,3/8/21,127,6/8/19,154,-17.53%,4/8/20,32
Georgia,31,4/8/21,117,7/8/19,140,-16.43%,5/8/20,17
Georgia,31,5/8/21,117,8/8/19,156,-25.00%,6/8/20,22
Georgia,31,6/8/21,125,9/8/19,165,-24.24%,7/8/20,29
Georgia,31,7/8/21,123,10/8/19,143,-13.99%,8/8/20,17
Georgia,31,8/8/21,126,11/8/19,159,-20.75%,9/8/20,19
Georgia,32,9/8/21,106,12/8/19,147,-27.89%,10/8/20,21
Georgia,32,10/8/21,121,13/8/19,169,-28.40%,11/8/20,19
Georgia,32,11/8/21,122,14/8/19,147,-17.01%,12/8/20,19
Georgia,32,12/8/21,132,15/8/19,160,-17.50%,13/8/20,16
Georgia,32,13/8/21,127,16/8/19,158,-19.62%,14/8/20,15
Georgia,32,14/8/21,128,17/8/19,142,-9.86%,15/8/20,17
Georgia,32,15/8/21,138,18/8/19,155,-10.97%,16/8/20,15
Georgia,33,16/8/21,113,19/8/19,130,-13.08%,17/8/20,29
Georgia,33,17/8/21,132,20/8/19,157,-15.92%,18/8/20,20
Georgia,33,18/8/21,126,21/8/19,146,-13.70%,19/8/20,24
Georgia,33,19/8/21,132,22/8/19,145,-8.97%,20/8/20,27
Georgia,33,20/8/21,137,23/8/19,154,-11.04%,21/8/20,23
Georgia,33,21/8/21,132,24/8/19,135,-2.22%,22/8/20,15
Georgia,33,22/8/21,134,25/8/19,150,-10.67%,23/8/20,17
Georgia,34,23/8/21,131,26/8/19,136,-3.68%,24/8/20,32
Georgia,34,24/8/21,143,27/8/19,160,-10.63%,25/8/20,27
Georgia,34,25/8/21,154,28/8/19,135,14.07%,26/8/20,33
Georgia,34,26/8/21,156,29/8/19,158,-1.27%,27/8/20,26
Georgia,34,27/8/21,162,30/8/19,160,1.25%,28/8/20,28
Georgia,34,28/8/21,134,31/8/19,144,-6.94%,29/8/20,16
Georgia,34,29/8/21,124,1/9/19,148,-16.22%,30/8/20,17
Georgia,35,30/8/21,118,2/9/19,135,-12.59%,31/8/20,25
Georgia,35,31/8/21,128,3/9/19,147,-12.93%,1/9/20,32
Georgia,35,1/9/21,116,4/9/19,129,-10.08%,2/9/20,24
Georgia,35,2/9/21,109,5/9/19,144,-24.31%,3/9/20,27
Georgia,35,3/9/21,126,6/9/19,147,-14.29%,4/9/20,29
Georgia,35,4/9/21,108,7/9/19,136,-20.59%,5/9/20,27
Georgia,35,5/9/21,114,8/9/19,141,-19.15%,6/9/20,27
Georgia,36,6/9/21,91,9/9/19,127,-28.35%,7/9/20,32
Georgia,36,7/9/21,94,10/9/19,155,-39.35%,8/9/20,29
Georgia,36,8/9/21,108,11/9/19,124,-12.90%,9/9/20,18
Georgia,36,9/9/21,113,12/9/19,154,-26.62%,10/9/20,24
Georgia,36,10/9/21,103,13/9/19,143,-27.97%,11/9/20,25
Georgia,36,11/9/21,114,14/9/19,144,-20.83%,12/9/20,16
Georgia,36,12/9/21,109,15/9/19,148,-26.35%,13/9/20,16
Georgia,37,13/9/21,102,16/9/19,140,-27.14%,14/9/20,19
Georgia,37,14/9/21,108,17/9/19,140,-22.86%,15/9/20,29
Georgia,37,15/9/21,110,18/9/19,125,-12.00%,16/9/20,29
Georgia,37,16/9/21,95,19/9/19,139,-31.65%,17/9/20,34
Georgia,37,17/9/21,127,20/9/19,142,-10.56%,18/9/20,19
Georgia,37,18/9/21,110,21/9/19,134,-17.91%,19/9/20,20
Georgia,37,19/9/21,121,22/9/19,144,-15.97%,20/9/20,26
Georgia,38,20/9/21,95,23/9/19,125,-24.00%,21/9/20,35
Georgia,38,21/9/21,95,24/9/19,135,-29.63%,22/9/20,29
Georgia,38,22/9/21,111,25/9/19,116,-4.31%,23/9/20,30
Georgia,38,23/9/21,114,26/9/19,125,-8.80%,24/9/20,29
Georgia,38,24/9/21,122,27/9/19,127,-3.94%,25/9/20,22
Georgia,38,25/9/21,118,28/9/19,136,-13.24%,26/9/20,18
Georgia,38,26/9/21,117,29/9/19,136,-13.97%,27/9/20,27
Georgia,39,27/9/21,100,30/9/19,125,-20.00%,28/9/20,27
Georgia,39,28/9/21,107,1/10/19,124,-13.71%,29/9/20,27
Georgia,39,29/9/21,101,2/10/19,105,-3.81%,30/9/20,30
Georgia,39,30/9/21,115,3/10/19,124,-7.26%,1/10/20,34
Georgia,39,1/10/21,97,4/10/19,127,-23.62%,2/10/20,17
Georgia,39,2/10/21,108,5/10/19,118,-8.47%,3/10/20,13
Georgia,39,3/10/21,118,6/10/19,135,-12.59%,4/10/20,19
Georgia,40,4/10/21,85,7/10/19,117,-27.35%,5/10/20,30
Georgia,40,5/10/21,101,8/10/19,118,-14.41%,6/10/20,16
Georgia,40,6/10/21,95,9/10/19,103,-7.77%,7/10/20,25
Georgia,40,7/10/21,113,10/10/19,123,-8.13%,8/10/20,15
Georgia,40,8/10/21,110,11/10/19,126,-12.70%,9/10/20,11
Georgia,40,9/10/21,92,12/10/19,119,-22.69%,10/10/20,26
Georgia,40,10/10/21,113,13/10/19,130,-13.08%,11/10/20,12
Georgia,41,11/10/21,81,14/10/19,112,-27.68%,12/10/20,14
Georgia,41,12/10/21,92,15/10/19,122,-24.59%,13/10/20,16
Georgia,41,13/10/21,82,16/10/19,116,-29.31%,14/10/20,23
Georgia,41,14/10/21,111,17/10/19,120,-7.50%,15/10/20,32
Georgia,41,15/10/21,98,18/10/19,121,-19.01%,16/10/20,19
Georgia,41,16/10/21,97,19/10/19,127,-23.62%,17/10/20,21
Georgia,41,17/10/21,116,20/10/19,133,-12.78%,18/10/20,16
Georgia,42,18/10/21,87,21/10/19,122,-28.69%,19/10/20,16
Georgia,42,19/10/21,91,22/10/19,127,-28.35%,20/10/20,25
Georgia,42,20/10/21,81,23/10/19,109,-25.69%,21/10/20,27
Georgia,42,21/10/21,112,24/10/19,120,-6.67%,22/10/20,27
Georgia,42,22/10/21,100,25/10/19,108,-7.41%,23/10/20,28
Georgia,42,23/10/21,103,26/10/19,122,-15.57%,24/10/20,22
Georgia,42,24/10/21,118,27/10/19,119,-0.84%,25/10/20,17
Georgia,43,25/10/21,88,28/10/19,94,-6.38%,26/10/20,18
Georgia,43,26/10/21,85,29/10/19,94,-9.57%,27/10/20,29
Georgia,43,27/10/21,78,30/10/19,92,-15.22%,28/10/20,21
Georgia,43,28/10/21,106,31/10/19,90,17.78%,29/10/20,22
Georgia,43,29/10/21,110,1/11/19,113,-2.65%,30/10/20,24
Georgia,43,30/10/21,100,2/11/19,100,0.00%,31/10/20,25
Georgia,43,31/10/21,107,3/11/19,116,-7.76%,1/11/20,28
Georgia,44,1/11/21,83,4/11/19,105,-20.95%,2/11/20,20
Georgia,44,2/11/21,79,5/11/19,103,-23.30%,3/11/20,24
Georgia,44,3/11/21,83,6/11/19,99,-16.16%,4/11/20,30
Georgia,44,4/11/21,96,7/11/19,93,3.23%,5/11/20,37
Georgia,44,5/11/21,95,8/11/19,114,-16.67%,6/11/20,27
Georgia,44,6/11/21,80,9/11/19,103,-22.33%,7/11/20,22
Georgia,44,7/11/21,91,10/11/19,119,-23.53%,8/11/20,29
Georgia,45,8/11/21,75,11/11/19,93,-19.35%,9/11/20,23
Georgia,45,9/11/21,88,12/11/19,100,-12.00%,10/11/20,28
Georgia,45,10/11/21,77,13/11/19,95,-18.95%,11/11/20,25
Georgia,45,11/11/21,92,14/11/19,88,4.55%,12/11/20,31
Georgia,45,12/11/21,93,15/11/19,105,-11.43%,13/11/20,22
Georgia,45,13/11/21,86,16/11/19,99,-13.13%,14/11/20,19
Georgia,45,14/11/21,98,17/11/19,111,-11.71%,15/11/20,18
Georgia,46,15/11/21,74,18/11/19,91,-18.68%,16/11/20,34
Georgia,46,16/11/21,83,19/11/19,89,-6.74%,17/11/20,28
Georgia,46,17/11/21,79,20/11/19,83,-4.82%,18/11/20,19
Georgia,46,18/11/21,92,21/11/19,83,10.84%,19/11/20,32
Georgia,46,19/11/21,87,22/11/19,124,-29.84%,20/11/20,21
Georgia,46,20/11/21,78,23/11/19,95,-17.89%,21/11/20,15
Georgia,46,21/11/21,84,24/11/19,111,-24.32%,22/11/20,19
Georgia,47,22/11/21,73,25/11/19,92,-20.65%,23/11/20,18
Georgia,47,23/11/21,76,26/11/19,95,-20.00%,24/11/20,24
Georgia,47,24/11/21,77,27/11/19,78,-1.28%,25/11/20,32
Georgia,47,25/11/21,89,28/11/19,90,-1.11%,26/11/20,23
Georgia,47,26/11/21,91,29/11/19,130,-30.00%,27/11/20,22
Georgia,47,27/11/21,78,30/11/19,102,-23.53%,28/11/20,26
Georgia,47,28/11/21,90,1/12/19,102,-11.76%,29/11/20,21
Georgia,48,29/11/21,71,2/12/19,109,-34.86%,30/11/20,22
Georgia,48,30/11/21,88,3/12/19,104,-15.38%,1/12/20,31
Georgia,48,1/12/21,108,4/12/19,88,22.73%,2/12/20,39
Georgia,48,2/12/21,89,5/12/19,84,5.95%,3/12/20,35
Georgia,48,3/12/21,84,6/12/19,97,-13.40%,4/12/20,19
Georgia,48,4/12/21,107,7/12/19,94,13.83%,5/12/20,25
Georgia,48,5/12/21,101,8/12/19,104,-2.88%,6/12/20,25
Georgia,49,6/12/21,74,9/12/19,93,-20.43%,7/12/20,22
Georgia,49,7/12/21,77,10/12/19,92,-16.30%,8/12/20,31
Georgia,49,8/12/21,71,11/12/19,86,-17.44%,9/12/20,27
Georgia,49,9/12/21,86,12/12/19,85,1.18%,10/12/20,25
Georgia,49,10/12/21,86,13/12/19,104,-17.31%,11/12/20,26
Georgia,49,11/12/21,87,14/12/19,97,-10.31%,12/12/20,24
Georgia,49,12/12/21,92,15/12/19,110,-16.36%,13/12/20,19
Georgia,50,13/12/21,71,16/12/19,87,-18.39%,14/12/20,22
Georgia,50,14/12/21,85,17/12/19,91,-6.59%,15/12/20,20
